"Location","Target","Type","Unit","Bin_start_incl","Bin_end_notincl","Value"
"HHS Region 8","4 wk ahead","Bin","percent","10.1","10.2",0
"HHS Region 8","4 wk ahead","Bin","percent","10.2","10.3",0
"HHS Region 8","4 wk ahead","Bin","percent","10.3","10.4",0
"HHS Region 8","4 wk ahead","Bin","percent","10.4","10.5",0
"HHS Region 8","4 wk ahead","Bin","percent","10.5","10.6",0
"HHS Region 8","4 wk ahead","Bin","percent","10.6","10.7",0
"HHS Region 8","4 wk ahead","Bin","percent","10.7","10.8",0
"HHS Region 8","4 wk ahead","Bin","percent","10.8","10.9",0
"HHS Region 8","4 wk ahead","Bin","percent","10.9","11",0
"HHS Region 8","4 wk ahead","Bin","percent","11","11.1",0
"HHS Region 8","4 wk ahead","Bin","percent","11.1","11.2",0
"HHS Region 8","4 wk ahead","Bin","percent","11.2","11.3",0
"HHS Region 8","4 wk ahead","Bin","percent","11.3","11.4",0
"HHS Region 8","4 wk ahead","Bin","percent","11.4","11.5",0
"HHS Region 8","4 wk ahead","Bin","percent","11.5","11.6",0
"HHS Region 8","4 wk ahead","Bin","percent","11.6","11.7",0
"HHS Region 8","4 wk ahead","Bin","percent","11.7","11.8",0
"HHS Region 8","4 wk ahead","Bin","percent","11.8","11.9",0
"HHS Region 8","4 wk ahead","Bin","percent","11.9","12",0
"HHS Region 8","4 wk ahead","Bin","percent","12","12.1",0
"HHS Region 8","4 wk ahead","Bin","percent","12.1","12.2",0
"HHS Region 8","4 wk ahead","Bin","percent","12.2","12.3",0
"HHS Region 8","4 wk ahead","Bin","percent","12.3","12.4",0
"HHS Region 8","4 wk ahead","Bin","percent","12.4","12.5",0
"HHS Region 8","4 wk ahead","Bin","percent","12.5","12.6",0
"HHS Region 8","4 wk ahead","Bin","percent","12.6","12.7",0
"HHS Region 8","4 wk ahead","Bin","percent","12.7","12.8",0
"HHS Region 8","4 wk ahead","Bin","percent","12.8","12.9",0
"HHS Region 8","4 wk ahead","Bin","percent","12.9","13",0
"HHS Region 8","4 wk ahead","Bin","percent","13","100",0
"HHS Region 9","Season onset","Point","week",NA,NA,14
"HHS Region 9","Season onset","Bin","week","40","41",0
"HHS Region 9","Season onset","Bin","week","41","42",0
"HHS Region 9","Season onset","Bin","week","42","43",0
"HHS Region 9","Season onset","Bin","week","43","44",0
"HHS Region 9","Season onset","Bin","week","44","45",0
"HHS Region 9","Season onset","Bin","week","45","46",0
"HHS Region 9","Season onset","Bin","week","46","47",0
"HHS Region 9","Season onset","Bin","week","47","48",0
"HHS Region 9","Season onset","Bin","week","48","49",0
"HHS Region 9","Season onset","Bin","week","49","50",0
"HHS Region 9","Season onset","Bin","week","50","51",0
"HHS Region 9","Season onset","Bin","week","51","52",0
"HHS Region 9","Season onset","Bin","week","52","53",0
"HHS Region 9","Season onset","Bin","week","1","2",0.0283
"HHS Region 9","Season onset","Bin","week","2","3",0.0052
"HHS Region 9","Season onset","Bin","week","3","4",0.0083
"HHS Region 9","Season onset","Bin","week","4","5",0.005
"HHS Region 9","Season onset","Bin","week","5","6",0.0034
"HHS Region 9","Season onset","Bin","week","6","7",0.0034
"HHS Region 9","Season onset","Bin","week","7","8",4e-04
"HHS Region 9","Season onset","Bin","week","8","9",0.0023
"HHS Region 9","Season onset","Bin","week","9","10",0.0023
"HHS Region 9","Season onset","Bin","week","10","11",0.0023
"HHS Region 9","Season onset","Bin","week","11","12",0.0062
"HHS Region 9","Season onset","Bin","week","12","13",0.0057
"HHS Region 9","Season onset","Bin","week","13","14",0.0063
"HHS Region 9","Season onset","Bin","week","14","15",0.0083
"HHS Region 9","Season onset","Bin","week","15","16",0.0054
"HHS Region 9","Season onset","Bin","week","16","17",0.0285
"HHS Region 9","Season onset","Bin","week","17","18",0.049
"HHS Region 9","Season onset","Bin","week","18","19",0
"HHS Region 9","Season onset","Bin","week","19","20",0
"HHS Region 9","Season onset","Bin","week","20","21",0
"HHS Region 9","Season onset","Bin","week","none","none",0.8297
"HHS Region 9","Season peak week","Point","week",NA,NA,3
"HHS Region 9","Season peak week","Bin","week","40","41",0
"HHS Region 9","Season peak week","Bin","week","41","42",0
"HHS Region 9","Season peak week","Bin","week","42","43",0
"HHS Region 9","Season peak week","Bin","week","43","44",0
"HHS Region 9","Season peak week","Bin","week","44","45",0
"HHS Region 9","Season peak week","Bin","week","45","46",0
"HHS Region 9","Season peak week","Bin","week","46","47",0
"HHS Region 9","Season peak week","Bin","week","47","48",0
"HHS Region 9","Season peak week","Bin","week","48","49",0
"HHS Region 9","Season peak week","Bin","week","49","50",0
"HHS Region 9","Season peak week","Bin","week","50","51",0
"HHS Region 9","Season peak week","Bin","week","51","52",0
"HHS Region 9","Season peak week","Bin","week","52","53",0.342556362958822
"HHS Region 9","Season peak week","Bin","week","1","2",0.103223402273151
"HHS Region 9","Season peak week","Bin","week","2","3",0.0368921185019564
"HHS Region 9","Season peak week","Bin","week","3","4",0.0324203465623253
"HHS Region 9","Season peak week","Bin","week","4","5",0.0169554686044345
"HHS Region 9","Season peak week","Bin","week","5","6",0.0122973728339855
"HHS Region 9","Season peak week","Bin","week","6","7",0.0258990124836967
"HHS Region 9","Season peak week","Bin","week","7","8",0.00344699087013229
"HHS Region 9","Season peak week","Bin","week","8","9",0.00642817216321968
"HHS Region 9","Season peak week","Bin","week","9","10",0.00605552450158375
"HHS Region 9","Season peak week","Bin","week","10","11",0.00251537171604248
"HHS Region 9","Season peak week","Bin","week","11","12",0.0106204583566238
"HHS Region 9","Season peak week","Bin","week","12","13",0.00791876280976337
"HHS Region 9","Season peak week","Bin","week","13","14",0.00996832494876094
"HHS Region 9","Season peak week","Bin","week","14","15",0.0215204024594746
"HHS Region 9","Season peak week","Bin","week","15","16",0.00372647661635923
"HHS Region 9","Season peak week","Bin","week","16","17",0.00903670579467114
"HHS Region 9","Season peak week","Bin","week","17","18",0.0263648220607416
"HHS Region 9","Season peak week","Bin","week","18","19",0.215110862679337
"HHS Region 9","Season peak week","Bin","week","19","20",0.0885969815539407
"HHS Region 9","Season peak week","Bin","week","20","21",0.0184460592509782
"HHS Region 9","Season peak percentage","Point","percent",NA,NA,4.1
"HHS Region 9","Season peak percentage","Bin","percent","0","0.1",0
"HHS Region 9","Season peak percentage","Bin","percent","0.1","0.2",0
"HHS Region 9","Season peak percentage","Bin","percent","0.2","0.3",0
"HHS Region 9","Season peak percentage","Bin","percent","0.3","0.4",0
"HHS Region 9","Season peak percentage","Bin","percent","0.4","0.5",0
"HHS Region 9","Season peak percentage","Bin","percent","0.5","0.6",0
"HHS Region 9","Season peak percentage","Bin","percent","0.6","0.7",0
"HHS Region 9","Season peak percentage","Bin","percent","0.7","0.8",0
"HHS Region 9","Season peak percentage","Bin","percent","0.8","0.9",0
"HHS Region 9","Season peak percentage","Bin","percent","0.9","1",0
"HHS Region 9","Season peak percentage","Bin","percent","1","1.1",0
"HHS Region 9","Season peak percentage","Bin","percent","1.1","1.2",0
"HHS Region 9","Season peak percentage","Bin","percent","1.2","1.3",0
"HHS Region 9","Season peak percentage","Bin","percent","1.3","1.4",0
"HHS Region 9","Season peak percentage","Bin","percent","1.4","1.5",0
"HHS Region 9","Season peak percentage","Bin","percent","1.5","1.6",0
"HHS Region 9","Season peak percentage","Bin","percent","1.6","1.7",0
"HHS Region 9","Season peak percentage","Bin","percent","1.7","1.8",0
"HHS Region 9","Season peak percentage","Bin","percent","1.8","1.9",0
"HHS Region 9","Season peak percentage","Bin","percent","1.9","2",0
"HHS Region 9","Season peak percentage","Bin","percent","2","2.1",0
"HHS Region 9","Season peak percentage","Bin","percent","2.1","2.2",0
"HHS Region 9","Season peak percentage","Bin","percent","2.2","2.3",0
"HHS Region 9","Season peak percentage","Bin","percent","2.3","2.4",0
"HHS Region 9","Season peak percentage","Bin","percent","2.4","2.5",0
"HHS Region 9","Season peak percentage","Bin","percent","2.5","2.6",0
"HHS Region 9","Season peak percentage","Bin","percent","2.6","2.7",0
"HHS Region 9","Season peak percentage","Bin","percent","2.7","2.8",0
"HHS Region 9","Season peak percentage","Bin","percent","2.8","2.9",0
"HHS Region 9","Season peak percentage","Bin","percent","2.9","3",0
"HHS Region 9","Season peak percentage","Bin","percent","3","3.1",0
"HHS Region 9","Season peak percentage","Bin","percent","3.1","3.2",0
"HHS Region 9","Season peak percentage","Bin","percent","3.2","3.3",0
"HHS Region 9","Season peak percentage","Bin","percent","3.3","3.4",0
"HHS Region 9","Season peak percentage","Bin","percent","3.4","3.5",0
"HHS Region 9","Season peak percentage","Bin","percent","3.5","3.6",0
"HHS Region 9","Season peak percentage","Bin","percent","3.6","3.7",0
"HHS Region 9","Season peak percentage","Bin","percent","3.7","3.8",0.3677
"HHS Region 9","Season peak percentage","Bin","percent","3.8","3.9",0.0362
"HHS Region 9","Season peak percentage","Bin","percent","3.9","4",0.0393
"HHS Region 9","Season peak percentage","Bin","percent","4","4.1",0.0385
"HHS Region 9","Season peak percentage","Bin","percent","4.1","4.2",0.0323
"HHS Region 9","Season peak percentage","Bin","percent","4.2","4.3",0.0349
"HHS Region 9","Season peak percentage","Bin","percent","4.3","4.4",0.0336
"HHS Region 9","Season peak percentage","Bin","percent","4.4","4.5",0.031
"HHS Region 9","Season peak percentage","Bin","percent","4.5","4.6",0.0295
"HHS Region 9","Season peak percentage","Bin","percent","4.6","4.7",0.0275
"HHS Region 9","Season peak percentage","Bin","percent","4.7","4.8",0.0274
"HHS Region 9","Season peak percentage","Bin","percent","4.8","4.9",0.0264
"HHS Region 9","Season peak percentage","Bin","percent","4.9","5",0.0243
"HHS Region 9","Season peak percentage","Bin","percent","5","5.1",0.0205
"HHS Region 9","Season peak percentage","Bin","percent","5.1","5.2",0.02
"HHS Region 9","Season peak percentage","Bin","percent","5.2","5.3",0.0194
"HHS Region 9","Season peak percentage","Bin","percent","5.3","5.4",0.0192
"HHS Region 9","Season peak percentage","Bin","percent","5.4","5.5",0.0161
"HHS Region 9","Season peak percentage","Bin","percent","5.5","5.6",0.0144
"HHS Region 9","Season peak percentage","Bin","percent","5.6","5.7",0.0131
"HHS Region 9","Season peak percentage","Bin","percent","5.7","5.8",0.0103
"HHS Region 9","Season peak percentage","Bin","percent","5.8","5.9",0.0112
"HHS Region 9","Season peak percentage","Bin","percent","5.9","6",0.0099
"HHS Region 9","Season peak percentage","Bin","percent","6","6.1",0.0086
"HHS Region 9","Season peak percentage","Bin","percent","6.1","6.2",0.0078
"HHS Region 9","Season peak percentage","Bin","percent","6.2","6.3",0.0078
"HHS Region 9","Season peak percentage","Bin","percent","6.3","6.4",0.0071
"HHS Region 9","Season peak percentage","Bin","percent","6.4","6.5",0.005
"HHS Region 9","Season peak percentage","Bin","percent","6.5","6.6",0.0051
"HHS Region 9","Season peak percentage","Bin","percent","6.6","6.7",0.0057
"HHS Region 9","Season peak percentage","Bin","percent","6.7","6.8",0.0045
"HHS Region 9","Season peak percentage","Bin","percent","6.8","6.9",0.0048
"HHS Region 9","Season peak percentage","Bin","percent","6.9","7",0.0039
"HHS Region 9","Season peak percentage","Bin","percent","7","7.1",0.0047
"HHS Region 9","Season peak percentage","Bin","percent","7.1","7.2",0.0025
"HHS Region 9","Season peak percentage","Bin","percent","7.2","7.3",0.0024
"HHS Region 9","Season peak percentage","Bin","percent","7.3","7.4",0.0039
"HHS Region 9","Season peak percentage","Bin","percent","7.4","7.5",0.0029
"HHS Region 9","Season peak percentage","Bin","percent","7.5","7.6",0.0023
"HHS Region 9","Season peak percentage","Bin","percent","7.6","7.7",0.0017
"HHS Region 9","Season peak percentage","Bin","percent","7.7","7.8",0.0019
"HHS Region 9","Season peak percentage","Bin","percent","7.8","7.9",0.000900000000000001
"HHS Region 9","Season peak percentage","Bin","percent","7.9","8",0.0011
"HHS Region 9","Season peak percentage","Bin","percent","8","8.1",0.0018
"HHS Region 9","Season peak percentage","Bin","percent","8.1","8.2",6e-04
"HHS Region 9","Season peak percentage","Bin","percent","8.2","8.3",0.0012
"HHS Region 9","Season peak percentage","Bin","percent","8.3","8.4",7e-04
"HHS Region 9","Season peak percentage","Bin","percent","8.4","8.5",8e-04
"HHS Region 9","Season peak percentage","Bin","percent","8.5","8.6",8e-04
"HHS Region 9","Season peak percentage","Bin","percent","8.6","8.7",0.0012
"HHS Region 9","Season peak percentage","Bin","percent","8.7","8.8",4e-04
"HHS Region 9","Season peak percentage","Bin","percent","8.8","8.9",7e-04
"HHS Region 9","Season peak percentage","Bin","percent","8.9","9",9.99999999999999e-05
"HHS Region 9","Season peak percentage","Bin","percent","9","9.1",4e-04
"HHS Region 9","Season peak percentage","Bin","percent","9.1","9.2",3e-04
"HHS Region 9","Season peak percentage","Bin","percent","9.2","9.3",9.99999999999999e-05
"HHS Region 9","Season peak percentage","Bin","percent","9.3","9.4",3e-04
"HHS Region 9","Season peak percentage","Bin","percent","9.4","9.5",6e-04
"HHS Region 9","Season peak percentage","Bin","percent","9.5","9.6",0
"HHS Region 9","Season peak percentage","Bin","percent","9.6","9.7",2e-04
"HHS Region 9","Season peak percentage","Bin","percent","9.7","9.8",9.99999999999999e-05
"HHS Region 9","Season peak percentage","Bin","percent","9.8","9.9",9.99999999999999e-05
"HHS Region 9","Season peak percentage","Bin","percent","9.9","10",9.99999999999999e-05
"HHS Region 9","Season peak percentage","Bin","percent","10","10.1",0
"HHS Region 9","Season peak percentage","Bin","percent","10.1","10.2",3e-04
"HHS Region 9","Season peak percentage","Bin","percent","10.2","10.3",9.99999999999999e-05
"HHS Region 9","Season peak percentage","Bin","percent","10.3","10.4",0
"HHS Region 9","Season peak percentage","Bin","percent","10.4","10.5",9.99999999999999e-05
"HHS Region 9","Season peak percentage","Bin","percent","10.5","10.6",0
"HHS Region 9","Season peak percentage","Bin","percent","10.6","10.7",0
"HHS Region 9","Season peak percentage","Bin","percent","10.7","10.8",9.99999999999999e-05
"HHS Region 9","Season peak percentage","Bin","percent","10.8","10.9",9.99999999999999e-05
"HHS Region 9","Season peak percentage","Bin","percent","10.9","11",9.99999999999999e-05
"HHS Region 9","Season peak percentage","Bin","percent","11","11.1",3e-04
"HHS Region 9","Season peak percentage","Bin","percent","11.1","11.2",3e-04
"HHS Region 9","Season peak percentage","Bin","percent","11.2","11.3",0
"HHS Region 9","Season peak percentage","Bin","percent","11.3","11.4",2e-04
"HHS Region 9","Season peak percentage","Bin","percent","11.4","11.5",2e-04
"HHS Region 9","Season peak percentage","Bin","percent","11.5","11.6",2e-04
"HHS Region 9","Season peak percentage","Bin","percent","11.6","11.7",0
"HHS Region 9","Season peak percentage","Bin","percent","11.7","11.8",0
"HHS Region 9","Season peak percentage","Bin","percent","11.8","11.9",9.99999999999999e-05
"HHS Region 9","Season peak percentage","Bin","percent","11.9","12",0
"HHS Region 9","Season peak percentage","Bin","percent","12","12.1",0
"HHS Region 9","Season peak percentage","Bin","percent","12.1","12.2",0
"HHS Region 9","Season peak percentage","Bin","percent","12.2","12.3",0
"HHS Region 9","Season peak percentage","Bin","percent","12.3","12.4",0
"HHS Region 9","Season peak percentage","Bin","percent","12.4","12.5",0
"HHS Region 9","Season peak percentage","Bin","percent","12.5","12.6",0
"HHS Region 9","Season peak percentage","Bin","percent","12.6","12.7",0
"HHS Region 9","Season peak percentage","Bin","percent","12.7","12.8",0
"HHS Region 9","Season peak percentage","Bin","percent","12.8","12.9",0
"HHS Region 9","Season peak percentage","Bin","percent","12.9","13",0
"HHS Region 9","Season peak percentage","Bin","percent","13","100",9.99999999999999e-05
"HHS Region 9","1 wk ahead","Point","percent",NA,NA,3.0244677152533
"HHS Region 9","1 wk ahead","Bin","percent","0","0.1",0
"HHS Region 9","1 wk ahead","Bin","percent","0.1","0.2",0
"HHS Region 9","1 wk ahead","Bin","percent","0.2","0.3",0
"HHS Region 9","1 wk ahead","Bin","percent","0.3","0.4",0
"HHS Region 9","1 wk ahead","Bin","percent","0.4","0.5",0
"HHS Region 9","1 wk ahead","Bin","percent","0.5","0.6",0
"HHS Region 9","1 wk ahead","Bin","percent","0.6","0.7",0
"HHS Region 9","1 wk ahead","Bin","percent","0.7","0.8",0
"HHS Region 9","1 wk ahead","Bin","percent","0.8","0.9",2e-04
"HHS Region 9","1 wk ahead","Bin","percent","0.9","1",3e-04
"HHS Region 9","1 wk ahead","Bin","percent","1","1.1",6e-04
"HHS Region 9","1 wk ahead","Bin","percent","1.1","1.2",8e-04
"HHS Region 9","1 wk ahead","Bin","percent","1.2","1.3",0.0011
"HHS Region 9","1 wk ahead","Bin","percent","1.3","1.4",0.0021
"HHS Region 9","1 wk ahead","Bin","percent","1.4","1.5",0.0041
"HHS Region 9","1 wk ahead","Bin","percent","1.5","1.6",0.0047
"HHS Region 9","1 wk ahead","Bin","percent","1.6","1.7",0.0085
"HHS Region 9","1 wk ahead","Bin","percent","1.7","1.8",0.0106
"HHS Region 9","1 wk ahead","Bin","percent","1.8","1.9",0.0146
"HHS Region 9","1 wk ahead","Bin","percent","1.9","2",0.0194
"HHS Region 9","1 wk ahead","Bin","percent","2","2.1",0.0232
"HHS Region 9","1 wk ahead","Bin","percent","2.1","2.2",0.0253
"HHS Region 9","1 wk ahead","Bin","percent","2.2","2.3",0.0289
"HHS Region 9","1 wk ahead","Bin","percent","2.3","2.4",0.0389
"HHS Region 9","1 wk ahead","Bin","percent","2.4","2.5",0.0366
"HHS Region 9","1 wk ahead","Bin","percent","2.5","2.6",0.0462
"HHS Region 9","1 wk ahead","Bin","percent","2.6","2.7",0.0495
"HHS Region 9","1 wk ahead","Bin","percent","2.7","2.8",0.0515
"HHS Region 9","1 wk ahead","Bin","percent","2.8","2.9",0.0478
"HHS Region 9","1 wk ahead","Bin","percent","2.9","3",0.049
"HHS Region 9","1 wk ahead","Bin","percent","3","3.1",0.051
"HHS Region 9","1 wk ahead","Bin","percent","3.1","3.2",0.0452
"HHS Region 9","1 wk ahead","Bin","percent","3.2","3.3",0.0466
"HHS Region 9","1 wk ahead","Bin","percent","3.3","3.4",0.0429
"HHS Region 9","1 wk ahead","Bin","percent","3.4","3.5",0.0409
"HHS Region 9","1 wk ahead","Bin","percent","3.5","3.6",0.0396
"HHS Region 9","1 wk ahead","Bin","percent","3.6","3.7",0.033
"HHS Region 9","1 wk ahead","Bin","percent","3.7","3.8",0.0348
"HHS Region 9","1 wk ahead","Bin","percent","3.8","3.9",0.0274
"HHS Region 9","1 wk ahead","Bin","percent","3.9","4",0.0267
"HHS Region 9","1 wk ahead","Bin","percent","4","4.1",0.0224
"HHS Region 9","1 wk ahead","Bin","percent","4.1","4.2",0.0207
"HHS Region 9","1 wk ahead","Bin","percent","4.2","4.3",0.0197
"HHS Region 9","1 wk ahead","Bin","percent","4.3","4.4",0.0151
"HHS Region 9","1 wk ahead","Bin","percent","4.4","4.5",0.0129
"HHS Region 9","1 wk ahead","Bin","percent","4.5","4.6",0.0132
"HHS Region 9","1 wk ahead","Bin","percent","4.6","4.7",0.008
"HHS Region 9","1 wk ahead","Bin","percent","4.7","4.8",0.0066
"HHS Region 9","1 wk ahead","Bin","percent","4.8","4.9",0.0061
"HHS Region 9","1 wk ahead","Bin","percent","4.9","5",0.0039
"HHS Region 9","1 wk ahead","Bin","percent","5","5.1",0.0042
"HHS Region 9","1 wk ahead","Bin","percent","5.1","5.2",0.0025
"HHS Region 9","1 wk ahead","Bin","percent","5.2","5.3",0.0016
"HHS Region 9","1 wk ahead","Bin","percent","5.3","5.4",0.0025
"HHS Region 9","1 wk ahead","Bin","percent","5.4","5.5",0.0021
"HHS Region 9","1 wk ahead","Bin","percent","5.5","5.6",0.0016
"HHS Region 9","1 wk ahead","Bin","percent","5.6","5.7",0.0011
"HHS Region 9","1 wk ahead","Bin","percent","5.7","5.8",5e-04
"HHS Region 9","1 wk ahead","Bin","percent","5.8","5.9",7e-04
"HHS Region 9","1 wk ahead","Bin","percent","5.9","6",5e-04
"HHS Region 9","1 wk ahead","Bin","percent","6","6.1",7e-04
"HHS Region 9","1 wk ahead","Bin","percent","6.1","6.2",3e-04
"HHS Region 9","1 wk ahead","Bin","percent","6.2","6.3",4e-04
"HHS Region 9","1 wk ahead","Bin","percent","6.3","6.4",0
"HHS Region 9","1 wk ahead","Bin","percent","6.4","6.5",0
"HHS Region 9","1 wk ahead","Bin","percent","6.5","6.6",3e-04
"HHS Region 9","1 wk ahead","Bin","percent","6.6","6.7",0
"HHS Region 9","1 wk ahead","Bin","percent","6.7","6.8",1e-04
"HHS Region 9","1 wk ahead","Bin","percent","6.8","6.9",1e-04
"HHS Region 9","1 wk ahead","Bin","percent","6.9","7",1e-04
"HHS Region 9","1 wk ahead","Bin","percent","7","7.1",0
"HHS Region 9","1 wk ahead","Bin","percent","7.1","7.2",0
"HHS Region 9","1 wk ahead","Bin","percent","7.2","7.3",0
"HHS Region 9","1 wk ahead","Bin","percent","7.3","7.4",0
"HHS Region 9","1 wk ahead","Bin","percent","7.4","7.5",0
"HHS Region 9","1 wk ahead","Bin","percent","7.5","7.6",0
"HHS Region 9","1 wk ahead","Bin","percent","7.6","7.7",0
"HHS Region 9","1 wk ahead","Bin","percent","7.7","7.8",1e-04
"HHS Region 9","1 wk ahead","Bin","percent","7.8","7.9",0
"HHS Region 9","1 wk ahead","Bin","percent","7.9","8",0
"HHS Region 9","1 wk ahead","Bin","percent","8","8.1",0
